Risk Rating,Country Code,Institution,Kind,Security credentials,End-user lists,Espionage or misconduct
MEDIUM,CN,"Jiangsu Tianyuan Metal Powder Co., Ltd.",,,,
MEDIUM,CN,Guangdong Qinzhi Technology Research Institute Co.,,,,
MEDIUM,CN,Hebei Puxing Electronic,CETC 13,,,
MEDIUM,CN,"Tianjin 764 Avionics Technology Co., Ltd.",,,,
MEDIUM,CN,"Nanjing LES Cybersecurity and Information Technology Research Institute Co., Ltd.",,,,
MEDIUM,CN,Peaktek Company Ltd.,,,,
MEDIUM,CN,Henan Aerospace Precision Mach,,,,
MEDIUM,CN,"Guizhou Liyang Intl Manufacturing Co., Ltd.",,,,
MEDIUM,CN,China General Nuclear Power Group,,,,
MEDIUM,CN,Shenzhen Avanlane,,,,
MEDIUM,CN,239 Factory,CASIC-3A,,,
MEDIUM,CN,"Hafei Aviation Industry Co., Ltd. (HAFEI)",,,,
MEDIUM,CN,"Hangzhou Huawei Digital Technology Co., Ltd.",,,,
MEDIUM,CN,"Hangzhou Zhongke Microelectronics Co., Ltd.",,,,
MEDIUM,CN,"Ningbo MOOF Trading Co., Ltd.",,,,
MEDIUM,CN,"United Microelectronics Center Co., Ltd.",,,,
MEDIUM,CN,"Cambricon (Xi'an) Integrated Circuit Co., Ltd.",,,,
MEDIUM,CN,"Hangzhou Huawei Communication Technology Co., Ltd.",Huawei,,,
MEDIUM,CN,SJ Semiconductor,,,,
MEDIUM,CN,Rising Logistics Company Limited,,,,
MEDIUM,CN,Kenwoo International Trade Company,,,,
MEDIUM,CN,"Huawei Technologies Co., Ltd., Material Characterization Lab",Huawei,,,
MEDIUM,CN,Leadway Technology Limited,,,,
MEDIUM,CN,"Huawei Machine Co., Ltd.",,,,
MEDIUM,CN,"Huawei Marine Networks Co., Ltd.",Huawei,,,
MEDIUM,CN,"Tianjin Broadcasting Equipment Co., Ltd.",,,,
MEDIUM,CN,Skytop Electronics Ltd.,,,,
MEDIUM,CN,Beijing Liuhe BGI,,,,
MEDIUM,CN,"Jiatai Aircraft Equipment Co., Ltd.",,,,
MEDIUM,CN,"Jiangsu Hengtong Optic-Electric Co., Ltd.",,,,
MEDIUM,CN,"Guangzhou Hongyu Technology Co., Ltd.",CETC 7,,,
MEDIUM,CN,"Huawei Digital Technologies (Suzhou) Co., Ltd.",Huawei,,,
MEDIUM,CN,Cambricon Technologies Corporation Limited,,,,
MEDIUM,CN,699 Factory,CASIC-2A,,,
MEDIUM,CN,"Huawei Technologies Service Co., Ltd.",,,,
MEDIUM,CN,Hebei Sinopack Electronics,CETC 13,,,
MEDIUM,CN,Quantum Science and Technology Yangtze River Delta Industrial Innovation Center,,,,
MEDIUM,CN,"Shanxi Hemu Industrial Co., Ltd.",,,,
MEDIUM,CN,"China Electronics Technology Group Corporation Electronic Equipment Group Co., Ltd.",,,,
MEDIUM,CN,Second Institute of Oceanography,MNR,,,
MEDIUM,CN,Shanghai High-Performance Integrated Circuit Design Center,,,,
MEDIUM,CN,China Communications Construction Company Second Navigation Engineering Bureau,,,,
MEDIUM,CN,Yashen (HK) Electronics,,,,
MEDIUM,CN,"Chengdu Beizhan Electronics Co., Ltd.",,,,
MEDIUM,CN,"Shanghai Fengjin Electronic Technology Co., Ltd.",,,,
MEDIUM,CN,284 Factory,CASIC-2A,,,
MEDIUM,CN,Hetian Prefecture Public Security Bureau,,,,
MEDIUM,CN,Tianjin Micro Nano Manufacturing,,,,
MEDIUM,CN,"Shenzhen Huawei New Technology Co., Ltd.",Huawei,,,
MEDIUM,CN,"Huayi Internet Information Service Co., Ltd.",,,,
MEDIUM,CN,MT Microsystems,CETC 13,,,
MEDIUM,CN,Nanjing Guobo Electronic,,,,
MEDIUM,CN,"CloudWalk Technology Co., Ltd.",,,,
MEDIUM,CN,Hongtai Electric Ltd.,,,,
MEDIUM,CN,"Xinjiang Kehua Hechang Biological Science and Technology Co., Ltd.",,,,
MEDIUM,CN,National Research Center for Parallel Computer Engineering and Technology,,,,
MEDIUM,CN,"Longtek Company, Ltd.",,,,
MEDIUM,CN,Sanya Highlander Huanyu Ocean Information Technology Corporation,,,,
MEDIUM,CN,"Suzhou Huawei Investment Co., Ltd.",,,,
MEDIUM,CN,"Shanghai Suowei Information Technology Co., Ltd.",,,,
MEDIUM,CN,Shihezi Municipality Public Security Bureau,,,,
MEDIUM,CN,"Sansha Highlander Marine Information Technology Co., Ltd.",,,,
MEDIUM,CN,"Beijing Guang Ming Electronics Co., Ltd.",,,,
MEDIUM,CN,"Beijing Zhengyuan Chuangshi Consulting Co., Ltd.",,,,
MEDIUM,CN,"SITONHOLY (Tianjin) Co., Ltd.",,,,
MEDIUM,CN,"Maxtronic International Co., Ltd.",,,,
MEDIUM,CN,Huawei Cloud Computing Technology,,,,
MEDIUM,CN,Sunway Technology Electronics Ltd.,,,,
MEDIUM,CN,"Chipwinone Electronics Co., Limited",,,,
MEDIUM,CN,"Dongguan Huiqun Electronic Co., Ltd.",,,,
MEDIUM,CN,"Hangzhou New Longshine Information Technology Co., Ltd.",Huawei,,,
MEDIUM,CN,At One Electronics,,,,
MEDIUM,CN,Tonghui Electronics,CETC 13,,,
MEDIUM,CN,Chengdu Haiguang Microelectronics Technology,,,,
MEDIUM,CN,"Shanghai Biren Information Technology Co., Ltd.",,,,
MEDIUM,CN,"Nanjing Aixi Information Technology Co., Ltd.",,,,
MEDIUM,CN,FY International Trading Company,,,,
MEDIUM,CN,"Shenzhen Jingelang Co., Ltd.",,,,
MEDIUM,CN,China Tech Hi Industry Import and Export Corporation,,,,
MEDIUM,CN,China Electronics Technology Group Corporation 7th Research Institute,,,,
MEDIUM,CN,Tacheng Prefecture Public Security Bureau,,,,
MEDIUM,CN,Winthought Company Ltd.,,,,
MEDIUM,CN,"AVIC General Aircraft Huanan Industry Co., Ltd.",,,,
MEDIUM,CN,"CETC Chip Technology Co., Ltd.",,,,
MEDIUM,CN,"Cambricon Jixingge (Nanjing) Technology Co., Ltd.",,,,
MEDIUM,CN,Tongfang NucTech Technology Ltd.,,,,
MEDIUM,CN,750th Test Center,CSSC,,,
MEDIUM,CN,Fortune International Trading,,,,
MEDIUM,CN,Ninehead Bird Semiconductor,,,,
MEDIUM,CN,Jincheng Group Imp & Exp. Co. Ltd.,,,,
MEDIUM,CN,"Sumec Instruments Equipment Co., Ltd.",,,,
MEDIUM,CN,"Hangzhou Bearing Test & Research Center Co., Ltd.",,,,
MEDIUM,CN,AVIC Leihua Electronic Technology Research Institute,,,,
MEDIUM,CN,Chengdu Poyotencon Technology,,,,
MEDIUM,CN,Jet-Prop International Forwarding (HK) Ltd.,,,,
MEDIUM,CN,"Beijing Biren Technology Development Co., Ltd.",,,,
MEDIUM,CN,Beijing Aero Lever Precision Ltd.,,,,
MEDIUM,CN,Korchina Logistics (HK) Ltd.,,,,
MEDIUM,CN,"Laboratory of Toxicant Analysis, Institute of Pharmacology and Toxicology",,,,
MEDIUM,CN,Airpart Consolidated Trading,,,,
MEDIUM,CN,"PXW Semiconductor Manufactory Co., Ltd.",,,,
MEDIUM,CN,Center for Excellence in Quantum Information and Quantum Physics,CAS,,,
MEDIUM,CN,Chengdu Holy Aviation Science & Tech,,,,
MEDIUM,CN,Hangzhou Huawei Enterprises,Huawei,,,
MEDIUM,CN,"Nanjing Asset Management Co., Ltd.",,,,
MEDIUM,CN,Hyper Systems Union Limited,,,,
MEDIUM,CN,Qihoo 360,,,,
MEDIUM,CN,Tumushuke Municipal Public Security Bureau,,,,
MEDIUM,CN,Scitech International Express Co. Limited,,,,
MEDIUM,CN,Winners Global Trading Co.,,,,
MEDIUM,CN,"Beijing J&A Industry & Trade Co., Ltd.",,,,
MEDIUM,CN,AW Industrial Ltd,,,,
MEDIUM,CN,Universe Market Limited,,,,
MEDIUM,CN,Xi'an Xr Aero-Components Co. Ltd.,,,,
MEDIUM,CN,Brilliance Technology Group,,,,
MEDIUM,CN,China Electronics Technology Group Corporation 58th Research Institute,,,,
MEDIUM,CN,Beijing Aeronautics Yangpu Technology Investment Company,,,,
MEDIUM,CN,Connec Electronic Ltd.,,,,
MEDIUM,CN,"Yixin Science and Technology Co., Ltd.",,,,
MEDIUM,CN,"Nanjing colpak Mechanical Equipment Co., Ltd.",,,,
MEDIUM,CN,Jiangxi Hongdu Aviation Ind. Group,,,,
MEDIUM,CN,ROFS Microsystems,,,,
MEDIUM,CN,"Voyage Technology (HK) Co., Ltd.",,,,
MEDIUM,CN,Boertala Mongolian Autonomous Prefecture Public Security Bureau,,,,
MEDIUM,CN,"Shenyang Academy of Instrumentation Science Co., Ltd.",,,,
MEDIUM,CN,"Xi'an Overland Science and Technology Co., Ltd.",,,,
MEDIUM,CN,"Bada Group Hong Kong Corporation, Limited",,,,
MEDIUM,CN,"Shanghai Nova Instruments Co., Ltd.",,,,
MEDIUM,CN,"Dongguan Lingkong Remote Sensing Technology Co., Ltd.",,,,
MEDIUM,CN,159 Factory,CASIC-3A,,,
MEDIUM,CN,"Xinjiang Lianhai Chuangzhi Information Technology Co., Ltd.",,,,
MEDIUM,CN,"Chuangxinda Electronics-Tech Co., Ltd.",,,,
MEDIUM,CN,"Nano Tech International Co., Ltd.",,,,
MEDIUM,CN,Info Rank Technologies,,,,
MEDIUM,CN,CAST Xi'an Spaceflight Engine Factory,,,,
MEDIUM,CN,National Satellite Meteorological Bureau,,,,
MEDIUM,CN,"Wuxi Paike New Mat. Tech. Co., Ltd.",,,,
MEDIUM,CN,Hong Kong Cheung Wah Electronics Technology Company Limited,,,,
MEDIUM,CN,Shanghai Center for Quantum Science Research,,,,
MEDIUM,CN,"Hubei Guangxing Communications Technology Co., Ltd.",,,,
MEDIUM,CN,Laurel Technologies Co. Ltd.,,,,
MEDIUM,CN,Carry Goldstar Ltd.,,,,
MEDIUM,CN,World Jetta (H.K.) Logistics Limited,,,,
MEDIUM,CN,"Beijing Cloudmind Technology Co., Ltd.",,,,
MEDIUM,CN,Kelamayi Municipality Public Security Bureau,,,,
MEDIUM,CN,Dandong Nondestructive Electronics,,,,
MEDIUM,CN,"Sichuan Hangte Aviation Tech. Co., Ltd.",,,,
MEDIUM,CN,Huawei Tech. Investment Co.,Huawei,,,
MEDIUM,CN,Hunan Goke Microelectronics,,,,
MEDIUM,CN,"Xi'an Huawei Technologies Co., Ltd.",,,,
MEDIUM,CN,Brainware Terahertz,,,,
MEDIUM,CN,"Huawei Technologies Co., Ltd., Xi'an Research Institute",Huawei,,,
MEDIUM,CN,China Electronics Technology Group Corporation 48th Research Institute,,,,
MEDIUM,CN,Hongxin Technology Limited,,,,
MEDIUM,CN,Aispeed Industry Ltd.,,,,
MEDIUM,CN,Shenzhen Huawei Technologies Software,Huawei,,,
MEDIUM,CN,"Multi-Mart Electronics Technology Co., Ltd.",,,,
MEDIUM,CN,"Wuhan Institute of Biological Products Co., Ltd.",,,,
MEDIUM,CN,"TaiYuan EFT Equipment Manufacturing Co., Ltd.",,,,
MEDIUM,CN,"Xuan Qi Technology Co., Ltd.",,,,
MEDIUM,CN,"Tongfang R.I.A. Co., Ltd.",,,,
MEDIUM,CN,Huawei Cloud Shanghai,,,,
MEDIUM,CN,A.C. International,,,,
MEDIUM,CN,"Xi'an Like Innovative Information Technology Co., Ltd.",,,,
MEDIUM,CN,"Shandong Sheenrun Optics and Electronics Co., Ltd.",,,,
MEDIUM,CN,Xi'an Xiangyu Aviation Technology Group,,,,
MEDIUM,CN,705th Research Institute,CSSC,,,
MEDIUM,CN,"Jinan Tongbaolai Oilfield Equipment Co., Ltd.",,,,
MEDIUM,CN,Hong Kong Engy Technology Co.,,,,
MEDIUM,CN,China Communications Construction Company Shanghai Waterway Bureau,,,,
MEDIUM,CN,"Yutian Haishi Meitian Electronic Technology Co., Ltd.",,,,
MEDIUM,CN,Xinjiang Uighur Autonomous Region People's Government Public Security Bureau,,,,
MEDIUM,CN,"Shanxi Eagles Men Aviation Science and Technology Group Co., Ltd.",,,,
MEDIUM,CN,China Electronics Technology Group Corporation 41st Research Institute,,,,
MEDIUM,CN,"CSSC Huangpu Wenchong Shipbuilding Co., Ltd.",,,,
MEDIUM,CN,"Wuxi Turbine Blade Co., Ltd.",,,,
MEDIUM,CN,711th Research Institute,CSSC,,,
MEDIUM,CN,"China Nuclear Power Technology Research Institute Co., Ltd.",,,,
MEDIUM,CN,"Shanghai Tianlang Electronic Science Co., Ltd.",,,,
MEDIUM,CN,"Xinjiang Beidou Tongchuang Information Technology Co., Ltd.",,,,
MEDIUM,CN,"Luopu Haishi Dingxin Electronic Technology Co., Ltd.",,,,
MEDIUM,CN,"Xi'an Ruixin Investment Co., Ltd.",,,,
MEDIUM,CN,Hui Tong Business Ltd.,,,,
MEDIUM,CN,CSSC Electronic Technology,,,,
MEDIUM,CN,"Fussion Electronics Co., Ltd.",,,,
MEDIUM,CN,"Beijing E-science Co., Ltd.",,,,
MEDIUM,CN,703rd Research Institute,CSSC,,,
MEDIUM,CN,Anhui Bowei Chang An Electronics,,,,
MEDIUM,CN,"Shenzhen Huawei Training School Co., Ltd.",,,,
MEDIUM,CN,"Chengdu Day Communication Technology Co., Ltd.",,,,
MEDIUM,CN,Wulanchabu Huawei Cloud Computing Technology,,,,
MEDIUM,CN,"Panda International Information Technology Company, Ltd",,,,
MEDIUM,CN,"Beijing Iwintall Technology Co., Ltd.",,,,
MEDIUM,CN,"BGI Tech Solutions (Hongkong) Co., Ltd",,,,
MEDIUM,CN,"Huawei Software Technologies Co., Ltd.",,,,
MEDIUM,CN,"Wynn Electronics Co., Ltd.",,,,
MEDIUM,CN,"CSSC Xijiang Shipbuilding Co., Ltd.",,,,
MEDIUM,CN,AGCU Scientech,,,,
MEDIUM,CN,Intellifusion,,,,
MEDIUM,CN,"Shenzhen Xianhexin Electronics Co., Ltd.",,,,
MEDIUM,CN,"Beijing Zhongshang Dingsheng Mechanical and Electrical Equipment Co., Ltd.",,,,
MEDIUM,CN,"Suzhou Eric Mechanics and Electronics Co., Ltd.",,,,
MEDIUM,CN,"Shenzhen Hua'antai Intelligent Technology Co., Ltd.",,,,
MEDIUM,CN,"Avant Science Co., Ltd.",,,,
MEDIUM,CN,Nanchang Huawei Communication Technology,Huawei,,,
MEDIUM,CN,"Shenzhen Huayi Loan Small Loan Co., Ltd.",,,,
MEDIUM,CN,"Guangzhou Xinwei Transportation Co., Ltd.",,,,
MEDIUM,CN,National Supercomputing Center Guangzhou,,,,
MEDIUM,CN,"Shenzhen Bozhitongda Technologic Co., Ltd.",,,,
MEDIUM,CN,Huawei Cloud Shenzhen,,,,
MEDIUM,CN,Yitu Technologies,,,,
MEDIUM,CN,"Shaanxi Reactor Microelectronics Co., Ltd.",,,,
MEDIUM,CN,Wavelet Electronics,,,,
MEDIUM,CN,Surlink Group,,,,
MEDIUM,CN,"Shanghai Mossel Trade Co., Ltd.",,,,
MEDIUM,CN,612 Institute,AVIC,,,
MEDIUM,CN,"Shanghai QuantumCTek Co., LTD.",,,,
MEDIUM,CN,702nd Research Institute,CSSC,,,
MEDIUM,CN,Jiangsu Hengtong Marine Cable Systems Co.,,,,
MEDIUM,CN,Micro Electronic Technology,CETC 13,,,
MEDIUM,CN,"Hunan South General Aviation Engine Co., Ltd.",,,,
MEDIUM,CN,Systems Engineering Research Institute,CSSC,,,
MEDIUM,CN,713th Research Institute,CSSC,,,
MEDIUM,CN,Anhui Sun-Create Electronics,,,,
MEDIUM,CN,Powersun Electronics,,,,
MEDIUM,CN,"Huawei Technology Co., Ltd. Hangzhou Research Institute",Huawei,,,
MEDIUM,CN,"Light Cloud (Hangzhou) Technology Co., Ltd.",,,,
MEDIUM,CN,ETC Electronics Ltd.,,,,
MEDIUM,CN,Shanghai Integrated Circuit Research and Development Center,,,,
MEDIUM,CN,"AZUP International Group Co., Ltd.",,,,
MEDIUM,CN,"Lianqi (HK) Electronics Co., Ltd.",,,,
MEDIUM,CN,"Shaanxi Zhi En Electromechanical Technology Co., Ltd.",,,,
MEDIUM,CN,Hefei National Laboratory for Quantum Information Science,,,,
MEDIUM,CN,Swelatel Technology Limited,,,,
MEDIUM,CN,Hangzhou Hikmicro Sensing Technology Co.,,,,
MEDIUM,CN,Qing'an International Trading Group,,,,
MEDIUM,CN,China Electronic Technology Group Corporation 11th Research Institute,,,,
MEDIUM,CN,"Beijing Vision Strategy Technology Co., Ltd.",,,,
MEDIUM,CN,"Shanghai Supercomputing Technology Co., Ltd.",,,,
MEDIUM,CN,"Shanghai Aircraft Manufacturing Co., Ltd.",,,,
MEDIUM,CN,"Nanjing LES Electronic Equipment Co., Ltd.",,,,
MEDIUM,CN,"Beijing Shengbo Xietong Technology Co., Ltd.",,,,
MEDIUM,CN,"Beijing Siyuan Electronic Co., Ltd.",,,,
MEDIUM,CN,Kunhai (Yanjiao) Innovation Research Institute,,,,
MEDIUM,CN,"Tianjin Tiandi Weiye Technologies Co., Ltd.",,,,
MEDIUM,CN,"LINKZOL (Beijing) Technology Co., Ltd.",,,,
MEDIUM,CN,"Shanghai Breeze Technology Jiangsu Co., Ltd.",,,,
MEDIUM,CN,Emax Technology Co Ltd HK,,,,
MEDIUM,CN,"Huawei Device (Dongguan) Co., Ltd.",,,,
MEDIUM,CN,"Gaobeidian Kaituo Precise Instrument Co., Ltd.",,,,
MEDIUM,CN,Wuxi Jiangnan Institute of Computing Technology,,,,
MEDIUM,CN,"Shanghai Aoshi Control Technology Co., Ltd.",,,,
MEDIUM,CN,204th Research Institute,CASIC-2A,,,
MEDIUM,CN,"Zhuhai Biren Integrated Circuit Co., Ltd.",,,,
MEDIUM,CN,China Electronics Technology Group Corporation 36th Research Institute,,,,
MEDIUM,CN,"North Huawei Communication Technology Co., Ltd.",,,,
MEDIUM,CN,Sur-Link Technology (HK) Ltd.,,,,
MEDIUM,CN,"Telixin Electronics Technology Co., Ltd.",,,,
MEDIUM,CN,"Shenzhen Yidian Technology Co., Ltd.",,,,
MEDIUM,CN,Yili Kazakh Autonomous Prefecture Public Security Bureau,,,,
MEDIUM,CN,"China Aviation Development Harbin Bearing Co., Ltd.",,,,
MEDIUM,CN,"Guangzhou Biren Integrated Circuit Co., Ltd.",,,,
MEDIUM,CN,"Shenzhen Huawei Terminal Commercial Co., Ltd.",,,,
MEDIUM,CN,206th Research Institute,CASIC-2A,,,
MEDIUM,CN,Beijing Opto-Electronics Technology Company,,,,
MEDIUM,CN,"Shanghai Huawei Technologies Co., Ltd.",Huawei,,,
MEDIUM,CN,Lion Chip Electronics Ltd,,,,
MEDIUM,CN,Hefei Core Storage Electronic Ltd.,,,,
MEDIUM,CN,Kezilesu Kyrgyz Autonomous Prefecture Public Security Bureau,,,,
MEDIUM,CN,"Yongli Electronic Components (Shenzhen) Co., Ltd.",,,,
MEDIUM,CN,Changji Hui Autonomous Prefecture Public Security Bureau,,,,
MEDIUM,CN,"Zhongke Xinliang (Beijing) Technology Co., Ltd.",,,,
MEDIUM,CN,Thundsea Electric Limited,,,,
MEDIUM,CN,"Shanghai Micro Electronics Equipment (Group) Co., Ltd.",,,,
MEDIUM,CN,Suntric Company Limited,,,,
MEDIUM,CN,717th Research Institute,CSSC,,,
MEDIUM,CN,Shandong Yuehaitongxin Keji Ltd.,,,,
MEDIUM,CN,"Beijing Nanjiang Aerospace Technology Co., Ltd.",,,,
MEDIUM,CN,"ARI International, Ltd.",,,,
MEDIUM,CN,"Zhejiang Huawei Communications Technology Co., Ltd.",Huawei,,,
MEDIUM,CN,China Electronics Technology Group Corporation 16th Research Institute,,,,
MEDIUM,CN,"Jiangsu HNHB Equipment Co., Ltd.",,,,
MEDIUM,CN,"Beijing Huawei Digital Technologies Co., Ltd.",,,,
MEDIUM,CN,"Shenzhen Legrit Technology Co., Ltd.",,,,
MEDIUM,CN,"Ceyear Technologies Co., Ltd.",,,,
MEDIUM,CN,"Moore Thread Intelligent Technology (Beijing) Co., Ltd.",,,,
MEDIUM,CN,Phonai Electronics Ltd.,,,,
MEDIUM,CN,"Shanghai HiSilicon Technologies Co., Ltd.",,,,
MEDIUM,CN,"Wisdom Import and Export (Shanghai) Co., Ltd.",,,,
MEDIUM,CN,Wuhan IRCEN Technology,,,,
MEDIUM,CN,"CETC LES Information System Group Co., Ltd.",,,,
MEDIUM,CN,"Beijing Huanjia Telecommunication Co., Ltd.",,,,
MEDIUM,CN,Yield Best International,,,,
MEDIUM,CN,"Huawei Technology Co., Ltd. Chengdu Research Institute",Huawei,,,
MEDIUM,CN,"Changzhou Guoguang Data Communications Co., Ltd.",,,,
MEDIUM,CN,"Suzhou Centec Technology Co., Ltd.",,,,
MEDIUM,CN,Able Supply Chain Limited,,,,
MEDIUM,CN,"Star Tech Aviation Co., Ltd.",,,,
MEDIUM,CN,"Beijing Ander Tech. Co., Ltd.",,,,
MEDIUM,CN,Guizhou Aviation Tech. Dev. Nat.,,,,
MEDIUM,CN,"Shenzhen Huawei Technical Services Co., Ltd.",,,,
MEDIUM,CN,"Maipu Communication Technology Co., Ltd.",,,,
MEDIUM,CN,"Shanghai Cambricon Information Technology Co., Ltd.",,,,
MEDIUM,CN,Loongson Technology,,,,
MEDIUM,CN,"Zongyi Superconductor Technologies Co., Ltd.",,,,
MEDIUM,CN,"Eagles Men Aviation Science and Technology Group Co., Ltd.",,,,
MEDIUM,CN,Beijing FJR Optoelectronic Technology Company Ltd,,,,
MEDIUM,CN,"Huawei Device (Shenzhen) Co., Ltd.",,,,
MEDIUM,CN,Huaduan (Anhui) Machine Tool Manufacturer Co.,,,,
MEDIUM,CN,"Guangzhou Taicheng Shipbuilding Industry Co., Ltd.",,,,
MEDIUM,CN,"ECOM International (HK) Co., Ltd.",,,,
HIGH,CN,712th Research Institute,CSSC,,,
MEDIUM,CN,Huisui Zhang,,,,
MEDIUM,CN,Yunchip Microelectronics,,,,
MEDIUM,CN,"Wuhan Huawei Investment Co., Ltd.",,,,
MEDIUM,CN,Kuang-Chi Group,,,,
MEDIUM,CN,China National Plant Import/Export Co.,,,,
MEDIUM,CN,"Chongxin Bada Technology Development Co., Ltd.",,,,
MEDIUM,CN,"Pishan Haishi Yong'an Electronic Technology Co., Ltd.",,,,
MEDIUM,CN,"Chongqing Chuandong Shipbuilding Industry Co., Ltd.",,,,
MEDIUM,CN,HK Hengyu Storage Logistics Limited,,,,
MEDIUM,CN,714th Research Institute,CSSC,,,
MEDIUM,CN,Jadeshine Engineering HK Co.,,,,
MEDIUM,CN,"Jin Yan Technology & Development Co., Ltd.",,,,
MEDIUM,CN,"Hongkong Delta Electronics Technology Co., Limited",,,,
MEDIUM,CN,715th Research Institute,CSSC,,,
MEDIUM,CN,Selective Components Ltd.,,,,
MEDIUM,CN,707th Research Institute,CSSC,,,
MEDIUM,CN,Toptech Electronics Ltd.,,,,
MEDIUM,CN,Shenzhen Huawei Technology Service,Huawei,,,
MEDIUM,CN,Xinnlinx Electronics Pte Ltd.,,,,
MEDIUM,CN,USETA Tech (HK) Ltd.,,,,
MEDIUM,CN,"Xinjiang Sailing Information Technology Co., Ltd.",,,,
MEDIUM,CN,"Guangxin Shipbuilding and Heavy Industry Co., Ltd.",,,,
MEDIUM,CN,"Dongguan Huawei Service Co., Ltd.",,,,
MEDIUM,CN,"Shaanxi Aero Electric Co., Ltd.",,,,
MEDIUM,CN,Kesina Services,,,,
MEDIUM,CN,Nanjing Institute of Radio Technology,CETC 14,,,
MEDIUM,CN,Key Laboratory for Quantum Information,CAS,,,
MEDIUM,CN,Yiwu Tianying Optical Instrument Company,,,,
MEDIUM,CN,"QuantumCTek Co., Ltd.",,,,
MEDIUM,CN,Zhuhai Orbita Control Systems,,,,
MEDIUM,CN,"New H3C Semiconductor Technologies Co., Ltd.",,,,
MEDIUM,CN,"Urumqi Tianyao Weiye Information Technology Service Co., Ltd.",,,,
MEDIUM,CN,"Toptics, Inc.",,,,
MEDIUM,CN,"Narpel Technology Co., Limited",,,,
MEDIUM,CN,Beijing Transemic Information Technology Ltd.,,,,
MEDIUM,CN,"Shenzhen Speed Industrial Materials Co., Ltd.",,,,
MEDIUM,CN,"Zhongtian Technology Submarine Cable Co., Ltd.",,,,
MEDIUM,CN,"Beijing Huawei Longshine Information Technology Co., Ltd.",Huawei,,,
MEDIUM,CN,"Hangzhou Biren Technology Development Co., Ltd.",,,,
MEDIUM,CN,Daystar Electric (HK) Ltd.,,,,
MEDIUM,CN,Jinnway Data Ltd.,,,,
MEDIUM,CN,Jiangsu Meilong Aviation Components Co.,,,,
MEDIUM,CN,"Shanghai Shark Sprite Technology Co., Ltd.",,,,
MEDIUM,CN,"AEE Shenzhen Yidian Aviation Technology Co., Ltd",,,,
MEDIUM,CN,Qingdao National Laboratory of Marine Science and Technology,,,,
MEDIUM,CN,"AECC Shenyang Liming Aero Engine Co., Ltd.",,,,
MEDIUM,CN,Huawei Mobile Technology Ltd.,Huawei,,,
MEDIUM,CN,"Chengdu Xiwu Security System Alliance Co., Ltd.",,,,
MEDIUM,CN,Winninc Electronic,,,,
MEDIUM,CN,"Xian Xae Flying Aviation Manufacturing Technology Co., Ltd.",,,,
MEDIUM,CN,"Chengdu Huawei High-Tech Investment Co., Ltd.",,,,
MEDIUM,CN,"Ling Ao Electronic Technology Co., Ltd.",,,,
MEDIUM,CN,"Shanghai Biren Intelligent Technology Co., Ltd.",,,,
MEDIUM,CN,7th Research Academy,CSSC,,,
MEDIUM,CN,"Guiyan New District Huawei Investment Co., Ltd.",,,,
MEDIUM,CN,Hefei ECU-TAMURA Electric,,,,
MEDIUM,CN,"AECC Aviation Power Co., Ltd.",,,,
MEDIUM,CN,"Huawei Terminal (Shenzhen) Co., Ltd.",Huawei,,,
MEDIUM,CN,"Superburning Semiconductor (Nanjing) Co., Ltd.",,,,
MEDIUM,CN,"GEOVIS Technology Co., Ltd.",,,,
MEDIUM,CN,"Xiong'an Cambricon Technology Co., Ltd.",,,,
MEDIUM,CN,AVIC Flight Automatic Control Research Institute,,,,
MEDIUM,CN,709th Research Institute,CSSC,,,
MEDIUM,CN,ZDAS (HK) Company,,,,
MEDIUM,CN,725th Research Institute,CSSC,,,
MEDIUM,CN,FiberHome Technologies Group,,,,
MEDIUM,CN,Second Design Department,CASIC-2A,,,
MEDIUM,CN,"Xi'an Zhongsheng Shengyuan Technology Co., Ltd.",,,,
MEDIUM,CN,Fly Raise International Limited,,,,
MEDIUM,CN,Wuxi Institute of Advanced Technology,,,,
MEDIUM,CN,"Shenzhen Huawei Anjiexin Electricity Co., Ltd.",Huawei,,,
MEDIUM,CN,China Electronics Technology Group Corporation 45th Research Institute,,,,
MEDIUM,CN,"Xinjiang Tangli Technology Co., Ltd.",,,,
MEDIUM,CN,"Master-Uni Industry Co., Ltd.",,,,
MEDIUM,CN,"Beijing Machinery Industry Automation Research Institute Co., Ltd.",,,,
MEDIUM,CN,"Opturn Co., Ltd.",,,,
MEDIUM,CN,201 Research Institute,CASIC-2A,,,
MEDIUM,CN,Elink Electronic Technology Co. Ltd.,,,,
MEDIUM,CN,"AVIC General Aircraft Zhejiang Institute Co., Ltd.",,,,
MEDIUM,CN,E-Chips Technology,,,,
MEDIUM,CN,"Baoding Giant Import and Export Co., Ltd.",,,,
MEDIUM,CN,Zhengzhou Baiwai Intelligent Automation,,,,
MEDIUM,CN,Hebei Brightway International,CETC 13,,,
MEDIUM,CN,Shijiazhuang Development Zone Maiteda Microelectronics Technology Development and Application Corporation,CETC 13,,,
MEDIUM,CN,Newsuntech Electronics Limited,,,,
MEDIUM,CN,Kashgar Prefecture Public Security Bureau,,,,
MEDIUM,CN,Bowei Integrated Circuits,CETC 13,,,
MEDIUM,CN,Beijing 8-Star International Co.,,,,
MEDIUM,CN,Blueschip Company Limited,,,,
MEDIUM,CN,"Hong Kong Haimao Info-Tec Development Co., Ltd.",,,,
